drug_name,manufacturer,approval_year,drug_class,indications,side_effects,dosage_mg,administration_route,contraindications,warnings,price_usd,batch_number,expiry_date,side_effect_severity,approval_status
Cefcillin76,Pfizer Inc.,1994,Antipsychotic,Fungal infections,"Rash, Diarrhea",600,Intramuscular,Pregnancy,Risk of addiction,495.27,oC837qe,12/18/2025,Mild,Rejected
Viraprofen97,Merck & Co.,2017,Antibiotic,Inflammation reduction,Insomnia,90,Rectal,Seizures,Do not discontinue abruptly,353.12,mg093GN,4/27/2027,Moderate,Rejected
Rivaprofen26,Roche Holding AG,2004,Antiviral,Prevent infectious disease,"Blurred vision, Rash",780,Rectal,Pregnancy,Do not operate machinery,381.04,Np099ZN,3/1/2027,Severe,Pending
Fenovir13,Roche Holding AG,1997,Antidepressant,Depression treatment,"Dry mouth, Fatigue, Dizziness",100,Sublingual,Liver disease,Monitor blood pressure,162.79,Oz155vR,5/15/2028,Severe,Approved
Fenoparin73,Bayer AG,2000,Antipyretic,Fever reduction,"Headache, Rash",600,Intramuscular,Asthma,Avoid alcohol,181.54,MO282Sh,5/3/2028,Moderate,Pending
Daxovir25,Novartis AG,2020,Antihistamine,Pain relief,Insomnia,170,Inhalation,Asthma,Monitor blood pressure,111.85,FK153XI,9/1/2026,Mild,Approved
Fenozepam59,Pfizer Inc.,2003,Antihistamine,Pain relief,"Fatigue, Nausea, Headache",520,Inhalation,High blood pressure,Do not operate machinery,56.8,Ye315az,9/23/2025,Moderate,Approved
Fenomab98,Pfizer Inc.,2006,Antipsychotic,Prevent infectious disease,"Diarrhea, Insomnia, Dry mouth",220,Sublingual,Seizures,Do not discontinue abruptly,56.25,Ko480Eb,10/27/2025,Severe,Pending
Mecoxetine40,Roche Holding AG,1992,Antibiotic,Psychosis control,"Blurred vision, Diarrhea",580,Intramuscular,Bleeding disorders,Do not discontinue abruptly,250.52,iN696DZ,7/24/2028,Moderate,Pending
Fenovir47,Roche Holding AG,2006,Antihistamine,Bacterial infections,"Diarrhea, Dizziness, Headache",700,Oral,Kidney impairment,Use with caution in elderly,212.8,Pw343Kx,3/24/2026,Moderate,Rejected
Zylozepam82,Moderna Therapeutics,2003,Antibiotic,Fungal infections,"Fatigue, Nausea, Rash",540,Sublingual,Heart disease,Use with caution in elderly,205.75,cq181Rd,11/13/2025,Mild,Pending
Amoxdipine16,Sanofi,2022,Antihistamine,Prevent infectious disease,Rash,160,Intramuscular,Pregnancy,Do not operate machinery,31.92,Nl848Qu,10/20/2025,Moderate,Rejected
Rivacillin18,Moderna Therapeutics,1992,Analgesic,Viral infections,Diarrhea,420,Topical,Asthma,Do not discontinue abruptly,88.17,bf360aw,1/30/2028,Severe,Approved
Mecoparin60,Sanofi,1992,Antipyretic,Fungal infections,"Fatigue, Rash",150,Inhalation,High blood pressure,Do not operate machinery,299.76,HV582Ar,8/18/2026,Moderate,Rejected
Amoxparin58,Sanofi,2019,Antibiotic,Inflammation reduction,Blurred vision,100,Rectal,Pregnancy,Use with caution in elderly,388.83,Ei399YV,5/19/2028,Moderate,Pending
Loxovir85,AstraZeneca,2017,Antidepressant,Prevent infectious disease,Dry mouth,730,Intramuscular,Liver disease,Monitor blood pressure,169.64,HU263la,9/2/2025,Mild,Pending
Fenomab83,Johnson & Johnson,1991,Antihistamine,Prevent infectious disease,Insomnia,800,Topical,Allergic reaction,Monitor blood pressure,209.99,nz286GH,11/19/2027,Mild,Approved
Daxodipine62,Moderna Therapeutics,1991,Vaccine,Psychosis control,"Headache, Insomnia, Constipation",240,Intramuscular,Pregnancy,Use with caution in elderly,280.27,ii200Mu,3/23/2027,Severe,Pending
Mecozole43,Moderna Therapeutics,1994,Antidepressant,Inflammation reduction,Insomnia,950,Intramuscular,Heart disease,Do not discontinue abruptly,221.32,DI068hN,4/1/2026,Mild,Approved
Daxostatin18,Novartis AG,2005,Anti-inflammatory,Psychosis control,Headache,550,Rectal,Allergic reaction,May cause drowsiness,158.72,NU856jv,5/20/2028,Moderate,Approved
Rivaparin13,Sanofi,2012,Antibiotic,Fungal infections,"Fatigue, Dry mouth",70,Oral,Heart disease,Avoid sunlight exposure,202.91,Ir110BO,8/12/2025,Mild,Approved
Rivaxetine77,AstraZeneca,1991,Antidepressant,Pain relief,Constipation,200,Topical,Asthma,Do not operate machinery,475.11,iY881Xk,12/16/2025,Severe,Pending
Zyloxetine98,Novartis AG,2011,Antifungal,Depression treatment,"Insomnia, Headache, Dizziness",320,Rectal,Diabetes,Do not discontinue abruptly,176.5,Uo062ax,3/12/2027,Mild,Rejected
Rivastatin62,Merck & Co.,1990,Anti-inflammatory,Inflammation reduction,Constipation,730,Intravenous,Liver disease,Take with food,100.84,rg269xM,2/10/2027,Moderate,Approved
Rivaxetine11,Sanofi,2013,Antibiotic,Depression treatment,"Diarrhea, Headache",330,Oral,Asthma,Risk of addiction,254.49,JD495Gt,10/22/2026,Severe,Rejected
Zyloprofen77,Moderna Therapeutics,1999,Antipsychotic,Prevent infectious disease,"Fatigue, Dry mouth, Rash",290,Intramuscular,High blood pressure,Take with food,131.75,Bi937DH,4/17/2027,Moderate,Approved
Rivastatin76,Bayer AG,2015,Antidepressant,Inflammation reduction,"Insomnia, Nausea",20,Intramuscular,Pregnancy,Do not operate machinery,266.38,JI212Yt,9/12/2026,Severe,Rejected
Cefvir57,Novartis AG,1992,Analgesic,Fever reduction,"Diarrhea, Dizziness",910,Intramuscular,Bleeding disorders,Do not operate machinery,294.19,hs502gu,12/14/2025,Severe,Approved
Loxocillin32,Moderna Therapeutics,2023,Antifungal,Prevent infectious disease,"Rash, Dry mouth",700,Intravenous,Pregnancy,Monitor blood pressure,81.08,Ng413ep,1/26/2028,Mild,Approved
Viraparin98,Moderna Therapeutics,2023,Antipsychotic,Fungal infections,"Headache, Insomnia, Rash",10,Sublingual,Diabetes,Avoid sunlight exposure,466.74,iI448Tl,1/15/2028,Moderate,Rejected
Daxodipine55,Moderna Therapeutics,2012,Anti-inflammatory,Fungal infections,"Dry mouth, Headache, Rash",830,Intramuscular,Asthma,Avoid alcohol,363.24,NX775nC,6/17/2027,Mild,Pending
Loxodipine53,Merck & Co.,2013,Antiviral,Psychosis control,Dry mouth,490,Topical,High blood pressure,Do not discontinue abruptly,256.77,iN527DJ,3/14/2028,Severe,Approved
Loxomab10,Roche Holding AG,1993,Antipyretic,Inflammation reduction,Diarrhea,500,Oral,Bleeding disorders,Risk of addiction,290.28,RI646fs,8/2/2027,Mild,Pending
Zylocillin56,AstraZeneca,1990,Anti-inflammatory,Viral infections,"Headache, Blurred vision, Dizziness",410,Intravenous,Kidney impairment,Do not discontinue abruptly,200.6,mi767sI,2/16/2027,Mild,Approved
Fenoxetine22,GlaxoSmithKline,2007,Analgesic,Viral infections,"Nausea, Dry mouth",460,Oral,Seizures,May affect fertility,316.34,rN287RJ,3/19/2028,Severe,Rejected
Cefvir94,AstraZeneca,2021,Antipsychotic,Allergy relief,"Fatigue, Diarrhea, Rash",880,Rectal,Diabetes,Do not operate machinery,132.8,IJ015bF,4/20/2028,Moderate,Approved
Mecoparin96,GlaxoSmithKline,2007,Antibiotic,Psychosis control,"Dry mouth, Nausea, Headache",710,Intramuscular,Kidney impairment,Monitor blood pressure,278.21,du624oB,1/17/2027,Moderate,Rejected
Daxodipine26,Merck & Co.,2010,Antipsychotic,Allergy relief,Headache,610,Inhalation,Bleeding disorders,Avoid sunlight exposure,80.53,hd627LO,5/19/2026,Moderate,Rejected
Rivastatin10,Bayer AG,2012,Antifungal,Prevent infectious disease,"Dry mouth, Rash, Blurred vision",660,Sublingual,Asthma,Monitor blood pressure,335.51,OA280Is,11/8/2025,Moderate,Pending
Fenozole69,Bayer AG,2022,Antifungal,Allergy relief,"Insomnia, Constipation, Nausea",740,Inhalation,High blood pressure,May cause drowsiness,13.42,mx583Xb,11/26/2026,Severe,Approved
Amoxzole90,Johnson & Johnson,2000,Analgesic,Depression treatment,Headache,820,Oral,Allergic reaction,Avoid alcohol,290.73,PD910bm,1/6/2028,Severe,Rejected
Fenovir48,Merck & Co.,2000,Antipsychotic,Prevent infectious disease,"Diarrhea, Blurred vision",500,Intravenous,Liver disease,May affect fertility,237.69,Mb080Md,3/26/2026,Moderate,Pending
Zylodipine29,Roche Holding AG,2005,Antihistamine,Fungal infections,"Headache, Diarrhea",950,Sublingual,Kidney impairment,Do not operate machinery,437.83,RN724og,9/21/2025,Moderate,Pending
Fenomab49,AstraZeneca,2002,Antibiotic,Pain relief,"Insomnia, Dry mouth",270,Oral,Liver disease,May cause drowsiness,433.17,zw422kd,4/26/2027,Moderate,Pending
Amoxvir76,AstraZeneca,2013,Antiviral,Fever reduction,"Diarrhea, Rash, Constipation",310,Rectal,High blood pressure,Risk of addiction,88.57,Dr145wx,8/25/2026,Moderate,Approved
Fenoxetine90,Merck & Co.,1996,Antifungal,Viral infections,"Rash, Headache, Blurred vision",10,Intravenous,Kidney impairment,Avoid sunlight exposure,439.7,jY620aY,1/27/2028,Moderate,Pending
Fenozole50,Novartis AG,2004,Analgesic,Pain relief,Blurred vision,950,Inhalation,Bleeding disorders,Risk of addiction,234.6,ks688iH,3/8/2026,Mild,Rejected
Mecostatin40,Pfizer Inc.,1993,Vaccine,Depression treatment,"Dizziness, Constipation",180,Intramuscular,Diabetes,May cause drowsiness,233.71,ih674hH,1/4/2028,Mild,Approved
Viraparin94,Moderna Therapeutics,1997,Analgesic,Viral infections,"Fatigue, Insomnia, Blurred vision",40,Sublingual,Bleeding disorders,Use with caution in elderly,330.68,SS017Ta,2/27/2027,Mild,Rejected
Viradipine57,Roche Holding AG,1994,Antihistamine,Bacterial infections,"Dizziness, Rash",820,Intravenous,Asthma,May cause drowsiness,240.27,EH773kg,11/12/2027,Moderate,Rejected
Loxozole77,GlaxoSmithKline,2018,Antipsychotic,Inflammation reduction,Fatigue,360,Intravenous,Kidney impairment,Take with food,234.25,QY035Bm,8/3/2025,Moderate,Rejected
Loxomab17,Johnson & Johnson,2003,Vaccine,Inflammation reduction,"Diarrhea, Blurred vision",820,Intramuscular,Kidney impairment,Monitor blood pressure,381.47,xT470NN,8/12/2027,Severe,Approved
Virastatin68,Sanofi,2000,Analgesic,Depression treatment,"Insomnia, Dry mouth, Headache",640,Intramuscular,Diabetes,Take with food,368.66,LD319Nz,12/13/2025,Severe,Approved
Loxozole87,Pfizer Inc.,2017,Antidepressant,Inflammation reduction,Blurred vision,150,Topical,Bleeding disorders,May affect fertility,428.74,xA990SE,5/27/2027,Mild,Pending
Daxodipine97,GlaxoSmithKline,1991,Antiviral,Depression treatment,Constipation,110,Oral,Pregnancy,Avoid sunlight exposure,254.91,Sq662Ij,8/29/2027,Moderate,Rejected
Rivamab71,Moderna Therapeutics,2000,Vaccine,Viral infections,"Insomnia, Dry mouth",290,Rectal,Allergic reaction,Use with caution in elderly,55.01,hX170bi,3/10/2026,Mild,Rejected
Rivazole11,Merck & Co.,2001,Vaccine,Prevent infectious disease,"Insomnia, Dizziness, Blurred vision",20,Intramuscular,Diabetes,Avoid sunlight exposure,157.44,pe566EE,1/30/2026,Moderate,Pending
Amoxzepam43,Merck & Co.,2019,Anti-inflammatory,Fever reduction,Insomnia,460,Rectal,Kidney impairment,Avoid sunlight exposure,197.44,Yd584Yt,9/18/2027,Mild,Pending
Mecoxetine73,Sanofi,2023,Antifungal,Viral infections,"Rash, Constipation, Dizziness",750,Oral,Seizures,Risk of addiction,148.51,mA100uY,9/27/2025,Severe,Pending
Serozepam55,Bayer AG,2004,Anti-inflammatory,Fever reduction,"Rash, Dry mouth",130,Intramuscular,Asthma,Avoid alcohol,2.96,TY055uL,3/20/2027,Moderate,Pending
Loxozole76,Roche Holding AG,2021,Vaccine,Depression treatment,Blurred vision,750,Intramuscular,Heart disease,May cause drowsiness,14.87,xw052yN,10/27/2027,Mild,Pending
Loxoprofen19,Roche Holding AG,1995,Anti-inflammatory,Psychosis control,Headache,860,Intravenous,Diabetes,Do not operate machinery,178.08,lP793zZ,7/29/2028,Mild,Approved
Daxomab78,Moderna Therapeutics,1999,Antifungal,Prevent infectious disease,"Constipation, Dry mouth, Insomnia",240,Oral,Pregnancy,May affect fertility,446.59,sg768qb,12/10/2026,Severe,Approved
Daxoxetine82,AstraZeneca,2007,Vaccine,Pain relief,"Diarrhea, Constipation",950,Intravenous,Kidney impairment,Take with food,405.34,zn181AN,6/18/2027,Severe,Pending
Daxocillin14,AstraZeneca,2002,Antipyretic,Allergy relief,"Blurred vision, Headache",770,Sublingual,Bleeding disorders,Take with food,240.12,lQ923Ky,1/5/2026,Mild,Pending
Zylocillin63,Roche Holding AG,2024,Antipsychotic,Bacterial infections,Constipation,340,Inhalation,Kidney impairment,Do not discontinue abruptly,276.85,sn129NR,2/19/2027,Moderate,Rejected
Virastatin84,AstraZeneca,1990,Antidepressant,Inflammation reduction,"Blurred vision, Dry mouth",550,Intravenous,Liver disease,Use with caution in elderly,456.34,Le307Xy,9/2/2025,Moderate,Approved
Serovir99,Merck & Co.,2015,Antifungal,Psychosis control,"Dizziness, Blurred vision",200,Intravenous,Heart disease,Avoid alcohol,41.55,ha940XS,9/3/2027,Mild,Approved
Mecovir40,Moderna Therapeutics,2024,Anti-inflammatory,Allergy relief,Fatigue,420,Inhalation,Liver disease,Do not discontinue abruptly,309.86,JJ698ia,7/23/2027,Moderate,Pending
Rivadipine19,Novartis AG,2014,Antibiotic,Viral infections,"Rash, Dry mouth, Dizziness",350,Rectal,Allergic reaction,Avoid alcohol,185.5,zM662lU,12/16/2026,Mild,Rejected
Amoxzepam22,Johnson & Johnson,2002,Analgesic,Allergy relief,Dry mouth,230,Inhalation,Bleeding disorders,Monitor blood pressure,28.25,tM117cc,9/12/2025,Severe,Pending
Daxozepam62,Sanofi,2001,Antihistamine,Pain relief,"Nausea, Dry mouth, Insomnia",970,Oral,Kidney impairment,Avoid alcohol,85.92,yH010kM,1/24/2028,Mild,Approved
Daxovir88,GlaxoSmithKline,1998,Antihistamine,Psychosis control,"Blurred vision, Insomnia",340,Intravenous,Pregnancy,Do not discontinue abruptly,478.74,Dr479UF,2/20/2028,Severe,Rejected
Fenocillin72,Sanofi,2011,Antihistamine,Bacterial infections,Blurred vision,180,Intravenous,Bleeding disorders,Do not discontinue abruptly,476.75,yM455Ch,10/8/2027,Moderate,Rejected
Rivacillin98,AstraZeneca,2024,Antiviral,Psychosis control,Constipation,30,Intramuscular,Heart disease,Do not discontinue abruptly,68.98,Af496si,6/21/2028,Moderate,Rejected
Cefmab34,Bayer AG,2001,Antidepressant,Viral infections,"Headache, Diarrhea, Fatigue",720,Rectal,High blood pressure,Avoid sunlight exposure,279.18,Jh244jf,7/18/2027,Mild,Approved
Cefprofen90,Roche Holding AG,1997,Antipsychotic,Prevent infectious disease,Dry mouth,350,Topical,Bleeding disorders,Monitor blood pressure,311,ZG411En,2/27/2026,Severe,Pending
Loxoparin17,Pfizer Inc.,2019,Antiviral,Bacterial infections,"Fatigue, Blurred vision",690,Inhalation,Pregnancy,Take with food,246.1,ew682Bk,8/7/2026,Mild,Approved
Amoxstatin72,Moderna Therapeutics,2008,Antidepressant,Allergy relief,"Rash, Diarrhea",800,Intramuscular,Kidney impairment,Risk of addiction,331.11,WW621gK,3/31/2026,Severe,Approved
Amoxvir24,Merck & Co.,2009,Anti-inflammatory,Bacterial infections,"Nausea, Rash",640,Intramuscular,Seizures,Take with food,222.68,AM438cg,8/27/2025,Moderate,Approved
Rivaxetine31,Novartis AG,2013,Antiviral,Fungal infections,"Headache, Dry mouth",500,Rectal,Heart disease,Avoid sunlight exposure,390.87,xJ067Qb,7/28/2028,Severe,Approved
Serozole56,Merck & Co.,1997,Antipsychotic,Pain relief,"Rash, Nausea",650,Inhalation,Bleeding disorders,Take with food,340.15,iP390Cl,3/8/2027,Severe,Pending
Fenozole20,Bayer AG,2002,Antifungal,Allergy relief,"Dry mouth, Insomnia, Constipation",100,Sublingual,Heart disease,May cause drowsiness,138.49,ps958oj,8/27/2027,Severe,Pending
Viravir42,AstraZeneca,1991,Vaccine,Prevent infectious disease,"Nausea, Blurred vision",910,Intravenous,Seizures,Monitor blood pressure,466.36,wN998gd,7/19/2026,Moderate,Approved
Daxoprofen83,Bayer AG,2006,Analgesic,Fungal infections,Constipation,10,Intravenous,Liver disease,Monitor blood pressure,387.85,hh727fX,12/23/2027,Mild,Approved
Fenozole65,Bayer AG,2001,Anti-inflammatory,Depression treatment,"Headache, Dry mouth",580,Intramuscular,Pregnancy,Avoid alcohol,111.52,Cc823wS,8/7/2025,Moderate,Pending
Amoxzepam47,Novartis AG,1997,Vaccine,Depression treatment,Insomnia,430,Topical,Liver disease,Monitor blood pressure,26.8,dW083fL,6/10/2028,Mild,Rejected
Rivaprofen69,AstraZeneca,2014,Analgesic,Prevent infectious disease,"Fatigue, Rash",790,Topical,Kidney impairment,May cause drowsiness,334.11,If526IG,7/5/2027,Moderate,Pending
Rivaparin39,GlaxoSmithKline,2008,Antihistamine,Viral infections,"Diarrhea, Nausea",740,Intravenous,High blood pressure,Do not operate machinery,393.73,DW747dl,4/13/2027,Mild,Rejected
Daxozole15,Moderna Therapeutics,2015,Antipyretic,Viral infections,Diarrhea,310,Oral,Seizures,Use with caution in elderly,127.14,Ds891SU,6/24/2026,Severe,Pending
Virazole38,GlaxoSmithKline,2002,Anti-inflammatory,Pain relief,"Nausea, Blurred vision, Rash",970,Topical,Diabetes,Take with food,58.89,jz375MU,7/20/2028,Moderate,Approved
Fenoprofen42,Pfizer Inc.,2004,Vaccine,Fever reduction,"Fatigue, Rash, Headache",330,Oral,Allergic reaction,Avoid alcohol,75.88,KM888jO,4/8/2026,Severe,Approved
Mecomab85,Sanofi,2008,Antiviral,Viral infections,Dizziness,150,Intramuscular,Allergic reaction,Use with caution in elderly,132.68,hu780ak,12/30/2026,Severe,Approved
Serostatin70,Johnson & Johnson,2011,Analgesic,Inflammation reduction,"Blurred vision, Constipation, Insomnia",100,Topical,Bleeding disorders,Monitor blood pressure,6.06,ZQ832EM,2/10/2026,Severe,Rejected
Viravir99,Johnson & Johnson,2007,Antifungal,Inflammation reduction,Headache,700,Sublingual,Pregnancy,Do not discontinue abruptly,52.5,br507fd,4/7/2026,Moderate,Approved
Daxomab63,Sanofi,2004,Analgesic,Bacterial infections,"Dizziness, Blurred vision",490,Intravenous,Heart disease,Do not discontinue abruptly,257.7,zF461mB,3/13/2026,Mild,Pending
Serovir92,Moderna Therapeutics,2014,Vaccine,Allergy relief,"Insomnia, Diarrhea",370,Inhalation,Pregnancy,Take with food,150.41,Sq641YP,4/23/2027,Moderate,Rejected
Viraparin82,Moderna Therapeutics,1990,Vaccine,Pain relief,"Dry mouth, Constipation",160,Oral,Kidney impairment,Do not operate machinery,109.06,KF325QE,3/7/2026,Severe,Approved
Daxocillin84,AstraZeneca,1991,Anti-inflammatory,Fungal infections,Rash,600,Inhalation,Heart disease,Use with caution in elderly,285.48,sW914TV,8/26/2027,Moderate,Rejected
Cefprofen74,AstraZeneca,1990,Antidepressant,Pain relief,Rash,650,Oral,Kidney impairment,Do not operate machinery,457.37,NW181tl,11/2/2027,Moderate,Pending
Virazole97,Sanofi,2017,Antifungal,Fungal infections,"Dizziness, Nausea, Rash",40,Sublingual,Bleeding disorders,Do not operate machinery,58.29,BR732RT,6/5/2028,Severe,Pending
Serodipine28,Bayer AG,2024,Antifungal,Depression treatment,"Nausea, Dry mouth",410,Intravenous,Diabetes,Do not operate machinery,297.86,ge382Tr,9/1/2026,Moderate,Rejected
Loxomab52,Merck & Co.,2006,Antibiotic,Psychosis control,"Nausea, Fatigue",490,Intramuscular,Bleeding disorders,Take with food,436.32,dO535nT,3/6/2028,Severe,Rejected
Amoxvir73,Bayer AG,2019,Analgesic,Inflammation reduction,"Constipation, Headache, Dizziness",980,Oral,Bleeding disorders,Avoid sunlight exposure,485.28,SO381Iu,12/12/2025,Mild,Pending
Amoxzepam75,Roche Holding AG,2022,Antiviral,Depression treatment,"Rash, Diarrhea, Dry mouth",600,Topical,Bleeding disorders,May cause drowsiness,429.9,DA789YC,8/23/2026,Mild,Pending
Loxocillin12,Roche Holding AG,2009,Antiviral,Fungal infections,"Dry mouth, Nausea, Headache",750,Inhalation,Diabetes,May affect fertility,333.41,pb357SU,9/3/2025,Moderate,Rejected
Rivacillin44,GlaxoSmithKline,2009,Antidepressant,Fever reduction,"Headache, Insomnia, Nausea",400,Inhalation,Heart disease,Take with food,433.02,Pz575JJ,11/2/2026,Mild,Pending
Fenoprofen41,Bayer AG,1999,Antipsychotic,Inflammation reduction,Dizziness,70,Intramuscular,Pregnancy,May affect fertility,104.07,mh884EM,6/20/2026,Moderate,Rejected
Loxodipine66,AstraZeneca,2004,Anti-inflammatory,Prevent infectious disease,"Headache, Diarrhea, Insomnia",950,Rectal,High blood pressure,May cause drowsiness,325.27,jb180VH,9/11/2025,Mild,Approved
Rivadipine74,Novartis AG,1991,Vaccine,Inflammation reduction,Blurred vision,300,Intramuscular,Diabetes,Do not discontinue abruptly,387.9,Jd124PA,7/18/2026,Moderate,Rejected
Virazole83,Novartis AG,2017,Antihistamine,Depression treatment,Blurred vision,850,Sublingual,Kidney impairment,Take with food,108.13,Zu425Rx,4/10/2027,Moderate,Rejected
Virazepam74,Sanofi,2016,Analgesic,Bacterial infections,"Dry mouth, Nausea, Insomnia",470,Rectal,Bleeding disorders,May cause drowsiness,153.01,Ek588be,11/20/2026,Moderate,Rejected
Loxoxetine35,Pfizer Inc.,1991,Antibiotic,Fever reduction,Constipation,110,Rectal,Asthma,Avoid sunlight exposure,19.12,tL106Ta,2/28/2026,Mild,Rejected
Seroprofen86,Novartis AG,2009,Antihistamine,Psychosis control,"Dry mouth, Blurred vision",100,Intramuscular,Kidney impairment,Avoid sunlight exposure,485.92,yI494Mr,1/4/2028,Moderate,Rejected
Viraxetine61,Pfizer Inc.,2002,Analgesic,Prevent infectious disease,Insomnia,880,Topical,Bleeding disorders,Use with caution in elderly,426.3,EN290cG,7/27/2026,Moderate,Approved
Cefstatin50,Bayer AG,2004,Antibiotic,Prevent infectious disease,"Constipation, Nausea, Rash",250,Inhalation,Kidney impairment,Use with caution in elderly,497.23,Lc545Jp,5/13/2026,Moderate,Approved
Rivavir39,GlaxoSmithKline,1991,Antipsychotic,Pain relief,Blurred vision,690,Oral,Kidney impairment,Take with food,47.78,mg034NG,8/6/2025,Moderate,Pending
Amoxxetine18,AstraZeneca,2017,Antihistamine,Fungal infections,"Constipation, Diarrhea",890,Rectal,Liver disease,Do not operate machinery,332.48,tB426bS,1/25/2026,Severe,Pending
Zylocillin95,AstraZeneca,2023,Antidepressant,Fever reduction,Rash,60,Inhalation,Bleeding disorders,Avoid alcohol,385.7,LZ493ZE,12/15/2026,Moderate,Pending
Serodipine79,GlaxoSmithKline,2016,Vaccine,Allergy relief,"Dizziness, Blurred vision, Dry mouth",110,Oral,Bleeding disorders,May cause drowsiness,25.01,ZQ569QU,2/14/2027,Severe,Approved
Cefprofen62,GlaxoSmithKline,2013,Anti-inflammatory,Psychosis control,"Blurred vision, Dizziness, Headache",50,Inhalation,Bleeding disorders,Use with caution in elderly,338.29,kf776Ff,12/27/2027,Moderate,Pending
Daxozole56,Bayer AG,2015,Analgesic,Psychosis control,"Blurred vision, Dry mouth, Insomnia",970,Topical,Diabetes,May affect fertility,463.23,ZZ735dV,12/5/2026,Severe,Approved
Serodipine83,Bayer AG,1993,Antifungal,Pain relief,"Fatigue, Insomnia, Blurred vision",660,Topical,Kidney impairment,Avoid sunlight exposure,57.48,tF426kx,3/5/2027,Mild,Pending
Seroparin21,Merck & Co.,2024,Antihistamine,Fever reduction,Dry mouth,240,Sublingual,Liver disease,Do not operate machinery,260.89,Oa045tm,5/21/2028,Severe,Rejected
Fenoxetine29,Moderna Therapeutics,2001,Antihistamine,Allergy relief,"Blurred vision, Fatigue, Headache",470,Intravenous,Kidney impairment,Do not operate machinery,65.89,xl217Xm,8/9/2027,Mild,Pending
Rivavir50,Johnson & Johnson,1999,Antifungal,Viral infections,"Blurred vision, Diarrhea, Dizziness",670,Intravenous,Bleeding disorders,Do not discontinue abruptly,48.39,HA578nh,4/30/2026,Mild,Rejected
Zylozepam22,Moderna Therapeutics,2024,Antihistamine,Bacterial infections,"Nausea, Diarrhea",580,Intramuscular,Bleeding disorders,May cause drowsiness,445.28,kd768Dz,12/24/2025,Severe,Approved
Mecostatin10,Merck & Co.,2004,Antifungal,Fungal infections,Headache,290,Rectal,Asthma,May cause drowsiness,153.12,qf928rk,12/18/2026,Severe,Pending
Cefstatin50,Merck & Co.,2014,Antifungal,Psychosis control,"Fatigue, Dizziness",230,Rectal,Asthma,Monitor blood pressure,221.68,ff676uI,3/4/2028,Moderate,Pending
Viraprofen40,Merck & Co.,2017,Antihistamine,Pain relief,Nausea,40,Inhalation,Pregnancy,Take with food,119.11,xo439bI,7/1/2026,Severe,Approved
Fenoparin31,Pfizer Inc.,2013,Antihistamine,Allergy relief,"Dizziness, Dry mouth",470,Sublingual,Liver disease,May cause drowsiness,227.71,zk809Ls,3/29/2028,Moderate,Approved
Serozepam27,AstraZeneca,2009,Analgesic,Depression treatment,"Dry mouth, Fatigue",750,Sublingual,Kidney impairment,May cause drowsiness,276.25,dZ209tx,1/20/2026,Severe,Pending
Seroprofen42,Merck & Co.,1993,Antipyretic,Pain relief,"Nausea, Constipation",250,Intramuscular,Allergic reaction,May affect fertility,344.53,NK027mV,5/27/2028,Moderate,Approved
Fenoparin44,Sanofi,2018,Anti-inflammatory,Pain relief,Fatigue,270,Oral,Allergic reaction,Use with caution in elderly,75.46,IW093Tt,5/14/2028,Mild,Pending
Rivamab24,Merck & Co.,2000,Vaccine,Inflammation reduction,Fatigue,540,Topical,Kidney impairment,May affect fertility,79.81,iI555ZY,8/5/2027,Mild,Approved
Zylodipine68,Johnson & Johnson,1995,Antihistamine,Psychosis control,"Diarrhea, Fatigue, Blurred vision",160,Rectal,Heart disease,May affect fertility,345.53,fn961Qu,6/5/2028,Mild,Approved
Cefzepam61,GlaxoSmithKline,2006,Antipsychotic,Prevent infectious disease,"Nausea, Constipation",320,Sublingual,Allergic reaction,Do not operate machinery,120.3,FB213tW,8/2/2027,Mild,Rejected
Serozole37,GlaxoSmithKline,2014,Antipyretic,Pain relief,"Blurred vision, Headache",350,Oral,Heart disease,Avoid alcohol,44.41,sO734rI,9/30/2025,Mild,Rejected
Amoxcillin91,Sanofi,2009,Antibiotic,Inflammation reduction,"Insomnia, Constipation",450,Rectal,Kidney impairment,Do not discontinue abruptly,181.5,eH644Oe,2/19/2026,Severe,Approved
Viradipine53,Moderna Therapeutics,2015,Antipsychotic,Allergy relief,Constipation,320,Topical,Heart disease,Use with caution in elderly,162.44,yt441RK,7/30/2028,Moderate,Pending
Serodipine17,Moderna Therapeutics,2004,Antipyretic,Inflammation reduction,"Dizziness, Fatigue, Headache",990,Rectal,Kidney impairment,Avoid sunlight exposure,131.06,oP072AA,7/17/2027,Severe,Pending
Virazole87,Novartis AG,2024,Antibiotic,Viral infections,Insomnia,700,Oral,Heart disease,Risk of addiction,132.68,TL707Ph,11/15/2027,Mild,Pending
Daxoprofen96,Merck & Co.,2019,Vaccine,Allergy relief,"Constipation, Dry mouth",730,Oral,Liver disease,Avoid alcohol,161.22,wd917Om,4/13/2028,Mild,Approved
Mecomab15,Novartis AG,2021,Antibiotic,Psychosis control,"Dry mouth, Dizziness",860,Rectal,Allergic reaction,Do not discontinue abruptly,230.6,ow267wD,8/7/2027,Severe,Rejected
Viradipine36,Bayer AG,2004,Analgesic,Fever reduction,"Constipation, Dry mouth, Blurred vision",950,Topical,Kidney impairment,Avoid sunlight exposure,278.92,PY285jC,3/14/2026,Moderate,Approved
